,title,text,date
94,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
95,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
96,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
97,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
98,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
99,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
100,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
101,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
102,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
103,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
